Word,setup_loop.thisRepN,setup_loop.thisTrialN,setup_loop.thisN,setup_loop.thisIndex,shuffle_loop.thisRepN,shuffle_loop.thisTrialN,shuffle_loop.thisN,shuffle_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trialsBreak.thisRepN,trialsBreak.thisTrialN,trialsBreak.thisN,trialsBreak.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trialsBreak2.thisRepN,trialsBreak2.thisTrialN,trialsBreak2.thisN,trialsBreak2.thisIndex,thisRow.t,notes,LSL_Stream.started,LSL_Stream.stopped,setup.started,setup.stopped,shuffle_stimuli.started,shuffle_stimuli.stopped,Instructions1.started,imageInstruct1.started,key_resp_Instruct1.started,Instructions1.stopped,key_resp_Instruct1.keys,key_resp_Instruct1.rt,key_resp_Instruct1.duration,fixation.started,cross.started,cross.stopped,fixation.stopped,stimuli_prez_1.started,imagePrez1.started,audioPrez1.started,imagePrez1.stopped,stimuli_prez_1.stopped,response.started,image_resp_p1.started,p1_resp_stim.started,image_resp_p1.stopped,p1_resp_stim.stopped,textTimeOut.started,textTimeOut.stopped,response.stopped,Image,Audio,response_p1,corchoice_p1,Trial_Score_p1,Trial_RT_p1,p1_resp_stim.keys,p1_resp_stim.corr,p1_resp_stim.rt,p1_resp_stim.duration,checkpoint.started,imageBreak.started,imageCont.started,key_break.started,imageBreak.stopped,checkpoint.stopped,key_break.keys,key_break.rt,key_break.duration,Instructions2.started,imageInstruct1_2.started,key_resp_Instruct1_2.started,Instructions2.stopped,key_resp_Instruct1_2.keys,key_resp_Instruct1_2.rt,key_resp_Instruct1_2.duration,fixation_2.started,cross_2.started,fixation_2.stopped,stimuli_prez_2.started,audioPrez2.started,imagePrez2.started,imagePrez2.stopped,stimuli_prez_2.stopped,response_2.started,image_resp_p2.started,p2_resp_stim.started,response_2.stopped,Image2,Audio2,response_p2,corchoice_p2,Trial_Score_p2,Trial_RT_p2,p2_resp_stim.keys,p2_resp_stim.corr,p2_resp_stim.rt,p2_resp_stim.duration,cross_2.stopped,end.started,endscreen.started,key_resp_end.started,end.stopped,key_resp_end.keys,key_resp_end.rt,key_resp_end.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
piano,0,160,160,117,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.13811330002499744,0.13831320000463165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
swan,0,161,161,153,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.13842820000718348,0.13860410000779666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
potato,0,162,162,124,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.13879540000925772,0.13902020000386983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
lightbulb,0,163,163,91,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.13918910000938922,0.1393386000127066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
horse,0,164,164,77,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.13947950000874698,0.13959830001113005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
cat,0,165,165,28,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.13970680002239533,0.13984250000794418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
doll,0,166,166,43,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.13994500000262633,0.14008840001770295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
clock,0,167,167,34,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.14019260002532974,0.14034990000072867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
window,0,168,168,176,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.1405496000079438,0.14071920001879334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
pants,0,169,169,109,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.14090980001492426,0.1410535000031814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
basket,0,170,170,11,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.14122730001690798,0.14144400000805035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
lemon,0,171,171,89,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.14161990000866354,0.1417628000199329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
banana,0,172,172,9,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.14192200000979938,0.14205120000406168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
tiger,0,173,173,159,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.14216240000678226,0.14231049999943934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
pitcher,0,174,174,121,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.14246050000656396,0.14256260002730414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
sandwich,0,175,175,134,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.14265760002308525,0.1427554000110831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
monkey,0,176,176,98,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.14299710001796484,0.14315270000952296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
watermelon,0,177,177,171,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.1433577999996487,0.14351550000719726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
harp,0,178,178,73,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.1436264000076335,0.1437525000073947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
seal,0,179,179,138,,,,,,,,,,,,,,,,,,,,,0.15366670000366867,,,,0.1438495000184048,0.143956200015964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0.15366670000366867,,,,,,0.1443132999993395,0.14466070002526976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14468550001038238,0.15366670000366867,0.15366670000366867,187.50967800000217,space,187.343703200022,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
,,,,,,,,,0,0,0,0,,,,,,,,,,,,,187.52543680000235,,,,,,,,,,,,,,,187.510391000018,187.52543680000235,188.03706120001152,188.0095879000146,188.00959750000038,188.03706120001152,188.50957683000016,190.0444158000173,190.02895400000853,190.0289709000208,191.16253020000295,191.16253020000295,194.165272800019,194.165272800019,194.165272800019,195.1662679000001,195.15035060001537,lamp,resources/stimuli/lamp.wav,[],left,0,[],None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
,,,,,,,,,1,0,1,0,,,,,,,,,,,,,195.1662679000001,,,,,,,,,,,,,,,195.15146090000053,195.1662679000001,195.67333480002708,195.65091770002618,195.65093570001773,195.67333480002708,196.16740173000144,197.6856993000256,197.66937740001595,197.66938700000173,198.81999150000047,198.81999150000047,,,,,199.20449230002123,rooster,resources/stimuli/rooster.wav,left,left,1,374.0172999969218,left,1,0.3740172999969218,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
,,,,,,,,,2,0,2,0,,,,,,,,,,,,,199.22028639999917,,,,,,,,,,,,,,,199.20637320002425,199.22028639999917,199.73293040000135,199.70473900000798,199.70474770001601,199.73293040000135,200.20490563000786,201.73978400000487,201.72331620001933,201.72333370000706,202.85723150000558,202.85723150000558,,,,,203.37522680000984,onion,resources/stimuli/onion_foil.wav,right,right,1,504.64820000343025,right,1,0.5046482000034302,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
,,,,,,,,,3,0,3,0,,,,,,,,,,,,,203.39262310002232,,,,,,,,,,,,,,,203.37634000001708,203.39262310002232,203.8962981000077,203.8759151000122,203.87593000000925,203.8962981000077,204.3766837300267,205.91028310000547,205.8942451000039,205.89425680000568,207.02800800002296,207.02800800002296,,,,,207.36274850001791,snake,resources/stimuli/snake.wav,left,left,1,325.44590000179596,left,1,0.32544590000179596,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
,,,,,,,,,4,0,4,0,,,,,,,,,,,,,207.37836390000302,,,,,,,,,,,,,,,207.36415000000852,207.37836390000302,207.8841152000241,207.86276840002392,207.86278290001792,207.8841152000241,208.36471523001674,209.89863370000967,209.88241310001467,209.8824234000058,211.01572740002302,211.01572740002302,,,,,211.44998340000166,penguin,resources/stimuli/penguin.wav,left,left,1,426.2694999924861,left,1,0.4262694999924861,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
,,,,,,,,,5,0,5,0,,,,,,,,,,,,,211.46618300001137,,,,,,,,,,,,,,,211.4510645000264,211.46618300001137,211.97246420002193,211.95047340000747,211.95048330002464,211.97246420002193,212.4502919300052,213.98533760002465,213.96878840000136,213.9687992000254,215.10321210001712,215.10321210001712,,,,,215.45395750002353,snail,resources/stimuli/snail_foil.wav,right,right,1,338.56180001748726,right,1,0.33856180001748726,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
,,,,,,,,,6,0,6,0,,,,,,,,,,,,,215.47015390000888,,,,,,,,,,,,,,,215.4552965000039,215.47015390000888,215.97729660000186,215.95405270002084,215.9540639000188,215.97729660000186,216.4544010300073,217.98977240000386,217.97312629999942,217.973148900026,219.10749850000138,219.10749850000138,,,,,219.5422236000013,piano,resources/stimuli/piano_foil.wav,right,right,1,430.4800000099931,right,1,0.4304800000099931,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
,,,,,,,,,7,0,7,0,,,,,,,,,,,,,219.55726739999955,,,,,,,,,,,,,,,219.5434660000028,219.55726739999955,220.06356680000317,220.0418200000131,220.04182820001733,220.06356680000317,220.55819213000942,222.0763191000151,222.06014900002629,222.0601598000212,223.1945022,223.1945022,,,,,223.745519100019,whistle,resources/stimuli/whistle_foil.wav,right,right,1,542.8405000129715,right,1,0.5428405000129715,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
,,,,,,,,,8,0,8,0,,,,,,,,,,,,,223.7616631000128,,,,,,,,,,,,,,,223.7471012000169,223.7616631000128,224.2682851999998,224.24569080001675,224.2457049000077,224.2682851999998,224.74611013001996,226.28091660002246,226.26469430001453,226.26470900001004,227.3983516000153,227.3983516000153,,,,,227.8167286000098,lightswitch,resources/stimuli/lightswitch_foil.wav,right,right,1,411.6332000121474,right,1,0.4116332000121474,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
,,,,,,,,,9,0,9,0,,,,,,,,,,,,,227.83240170002682,,,,,,,,,,,,,,,227.81788420001976,227.83240170002682,228.34222470002715,228.31678370002192,228.31679520002217,228.34222470002715,228.8168763300113,230.3521188000159,230.33524300000863,230.3352620000078,231.469424800016,231.469424800016,,,,,232.55478470001253,key,resources/stimuli/key.wav,left,left,1,1075.9963000018615,left,1,1.0759963000018615,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
,,,,,,,,,10,0,10,0,,,,,,,,,,,,,232.57023240000126,,,,,,,,,,,,,,,232.55613010001252,232.57023240000126,233.07723480000277,233.05448790002265,233.0545087000064,233.07723480000277,233.5546952300123,235.08952870001667,235.07348930000444,235.07350380002754,236.20718800000031,236.20718800000031,,,,,236.85892530001001,jacket,resources/stimuli/jacket_foil.wav,right,right,1,650.7534999982454,right,1,0.6507534999982454,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
,,,,,,,,,11,0,11,0,,,,,,,,,,,,,236.8744370000204,,,,,,,,,,,,,,,236.8601747000066,236.8744370000204,237.38265640000463,237.3590700000059,237.3590788000147,237.38265640000463,237.85885373000056,239.39372720001847,239.37814720001188,239.37815760000376,240.51148440001998,240.51148440001998,,,,,241.89689620002173,mushroom,resources/stimuli/mushroom_foil.wav,right,right,1,1370.0867999868933,right,1,1.3700867999868933,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
,,,,,,,,,12,0,12,0,,,,,,,,,,,,,241.91311410002527,,,,,,,,,,,,,,,241.89813810001942,241.91311410002527,242.42157950002002,242.397218099999,242.39723180001602,242.42157950002002,242.8974848300044,244.43230820001918,244.41584570001578,244.41585640000994,245.5502206000092,245.5502206000092,,,,,246.05179770002724,gloves,resources/stimuli/gloves.wav,left,left,1,491.99439998483285,left,1,0.49199439998483285,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
,,,,,,,,,13,0,13,0,,,,,,,,,,,,,246.06706820000545,,,,,,,,,,,,,,,246.05295500002103,246.06706820000545,246.57289880001917,246.55122250001295,246.55123200002708,246.57289880001917,247.05172673002235,248.5865260999999,248.57012530000065,248.57013620002544,249.704272700008,249.704272700008,,,,,250.10552480001934,plug,resources/stimuli/plug_foil.wav,right,right,1,386.1560999939684,right,1,0.3861560999939684,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
,,,,,,,,,14,0,14,0,,,,,,,,,,,,,250.1213067000208,,,,,,,,,,,,,,,250.1066470000078,250.1213067000208,250.62698200001614,250.60551670001587,250.60552690000623,250.62698200001614,251.10559153001523,252.64144790000864,252.6261995000241,252.62620960001368,253.75818330000038,253.75818330000038,,,,,254.14247060002526,book,resources/stimuli/book.wav,left,left,1,372.1507999871392,left,1,0.3721507999871392,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
,,,,,,,,,15,0,15,0,,,,,,,,,,,,,254.15865580001264,,,,,,,,,,,,,,,254.1440394000092,254.15865580001264,254.6645016000257,254.64316450001206,254.64317520000623,254.6645016000257,255.14381133000134,256.6776906000159,256.6617130000086,256.6617295000178,257.79537040001014,257.79537040001014,,,,,258.2968774000183,moon,resources/stimuli/moon.wav,left,left,1,486.29169998457655,left,1,0.48629169998457655,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
,,,,,,,,,16,0,16,0,,,,,,,,,,,,,258.31252860001405,,,,,,,,,,,,,,,258.2980170000228,258.31252860001405,258.82070620000013,258.7973560000246,258.7973648000043,258.82070620000013,259.29720933002534,260.8317839000083,260.81611040001735,260.81612900001346,261.94959610002115,261.94959610002115,,,,,262.25113780001993,leg,resources/stimuli/leg_foil.wav,right,right,1,285.10400000959635,right,1,0.28510400000959635,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
,,,,,,,,,17,0,17,0,,,,,,,,,,,,,262.26686320002773,,,,,,,,,,,,,,,262.2523710000096,262.26686320002773,262.7762294000131,262.7510385000205,262.7510540000221,262.7762294000131,263.2509510300064,264.7857143000001,264.76995620000525,264.7699760000105,265.9038431000081,265.9038431000081,,,,,266.3046890000114,cigarette,resources/stimuli/cigarette.wav,left,left,1,393.88590000453405,left,1,0.39388590000453405,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
,,,,,,,,,18,0,18,0,,,,,,,,,,,,,266.3209347000229,,,,,,,,,,,,,,,266.30597300000954,266.3209347000229,266.82741100000567,266.80506670000614,266.80507650002255,266.82741100000567,267.30527023002503,268.83987240001443,268.8241070000222,268.8241223000223,269.9578206000151,269.9578206000151,,,,,270.40880689999904,fish,resources/stimuli/fish_foil.wav,right,right,1,435.73810000089,right,1,0.43573810000088997,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
,,,,,,,,,19,0,19,0,,,,,,,,,,,,,270.42468700002064,,,,,,,,,,,,,,,270.41004020001856,270.42468700002064,270.9307766999991,270.90938590001315,270.90940090001095,270.9307766999991,271.4092413300008,272.9439263000095,272.927612200001,272.9276224000205,274.0632889000117,274.0632889000117,,,,,274.37968150002416,mountain,resources/stimuli/mountain.wav,left,left,1,314.4281000131741,left,1,0.3144281000131741,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
,,,,,,,,,20,0,20,0,,,,,,,,,,,,,274.39705220001633,,,,,,,,,,,,,,,274.3811929000076,274.39705220001633,274.90251230000285,274.8800288000202,274.88003860000754,274.90251230000285,275.3796704300097,276.91461860001436,276.8984098000219,276.89842080001836,278.0324451000197,278.0324451000197,,,,,278.4167219000228,button,resources/stimuli/button_foil.wav,right,right,1,369.00579999201,right,1,0.36900579999201,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
,,,,,,,,,21,0,21,0,,,,,,,,,,,,,278.4330175000068,,,,,,,,,,,,,,,278.4180174000212,278.4330175000068,278.9384604000079,278.91697460002615,278.9169838000089,278.9384604000079,279.4173854300228,280.9522588000109,280.93617290002294,280.9362046000024,282.0697215000109,282.0697215000109,,,,,282.4383251000254,tiger,resources/stimuli/tiger.wav,left,left,1,364.4016000034753,left,1,0.3644016000034753,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
,,,,,,,,,22,0,22,0,,,,,,,,,,,,,282.4548279000155,,,,,,,,,,,,,,,282.4395027999999,282.4548279000155,282.96137330000056,282.9382174000202,282.9382361000171,282.96137330000056,283.4380188300041,284.9725820000167,284.95647770000505,284.95649170002434,286.0906246000086,286.0906246000086,,,,,286.5751419000153,elephant,resources/stimuli/elephant_foil.wav,right,right,1,479.4825999997556,right,1,0.4794825999997556,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
,,,,,,,,,23,0,23,0,,,,,,,,,,,,,286.59099029999925,,,,,,,,,,,,,,,286.57645940000657,286.59099029999925,287.0956107000238,287.07502820002264,287.0750428000174,287.0956107000238,287.5752401300182,289.1099735000171,289.0938568000274,289.09387229999993,290.22779060000903,290.22779060000903,,,,,290.7458857000165,cake,resources/stimuli/cake.wav,left,left,1,501.9855999853462,left,1,0.5019855999853462,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
,,,,,,,,,24,0,24,0,,,,,,,,,,,,,290.76186350002536,,,,,,,,,,,,,,,290.7472368000017,290.76186350002536,291.2758317000116,291.24618260000716,291.2461926000251,291.2758317000116,291.74635563002664,293.2811481000099,293.26490200002445,293.2649172000238,294.39899980000337,294.39899980000337,,,,,294.90082700000494,giraffe,resources/stimuli/giraffe.wav,left,left,1,499.0067999751773,left,1,0.4990067999751773,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-003,001,2025-01-24_13h21.07.220,NESC3137_N400_exp,2023.2.3,59.93953299573946,2025-01-24 13h22.10.655570 -0400,
